1867.50, 147.67, 13
3968.00, 0.03, 9
4770.00, 291.11, 11
14528.50, 297.44, 15
6297.25, 306.38, 9
0.00, 315.41, 0
0.00, 316.69, 0
0.00, 317.95, 0
0.00, 319.23, 0
0.00, 320.50, 0
0.00, 321.78, 0
0.00, 323.05, 0
0.00, 324.33, 0
0.00, 325.59, 0
0.00, 326.88, 0
8015.75, 320.33, 15
8147.00, 321.59, 13
8368.75, 322.92, 15
8243.25, 324.22, 15
8147.00, 325.48, 14
8071.50, 326.77, 15
7948.75, 328.05, 15
7979.00, 329.31, 15
7835.50, 330.59, 15
7777.25, 331.88, 15
7708.50, 333.14, 14
0.00, 342.23, 0
7657.75, 335.69, 13
7525.25, 336.98, 14
7509.25, 338.25, 14
7514.50, 339.53, 12
7471.50, 340.81, 13
7418.50, 343.38, 13
7371.50, 344.64, 12
7314.75, 345.92, 11
7413.25, 347.19, 12
299.50, 446.45, 9
7402.75, 356.11, 12
329.25, 5.94, 13
7547.00, 5.03, 13
3485.50, 400.31, 13
6248.75, 108.83, 15
5791.50, 17.84, 15
5525.25, 19.12, 15
5312.00, 20.42, 15
4836.00, 21.70, 15
4645.25, 24.28, 15
4490.25, 25.56, 15
11727.50, 131.53, 3
3991.50, 30.70, 15
3983.00, 350.12, 15
11215.50, 109.94, 5
1805.75, 124.31, 6
2581.75, 58.94, 15
2544.00, 124.30, 16
15439.50, 65.28, 15
7305.75, 75.11, 9
10831.50, 58.00, 0
1845.50, 85.83, 15
1359.50, 89.64, 15
1936.75, 124.22, 47
4008.50, 101.00, 15
3527.25, 125.59, 15
3737.75, 124.12, 15
16335.50, 29.44, 15
10447.50, 27.28, 15
782.50, 132.67, 15
717.50, 139.14, 15
705.75, 140.42, 15
695.50, 141.70, 15
686.75, 142.95, 15
3970.50, 144.28, 15
8527.50, 152.52, 15
14031.50, 15.67, 15
5214.25, 124.05, 50
492.00, 165.52, 15
490.00, 168.16, 15
5463.75, 169.28, 15
488.50, 171.83, 15
487.25, 173.20, 15
487.25, 174.53, 15
486.75, 175.77, 15
486.75, 177.06, 15
488.75, 178.20, 15
489.75, 179.59, 15
489.50, 180.92, 15
490.00, 182.11, 15
4013.50, 184.48, 15
502.50, 189.52, 15
506.75, 191.03, 15
511.00, 192.27, 15
521.00, 194.69, 15
532.50, 197.00, 15
4015.25, 202.05, 15
605.00, 209.55, 15
614.25, 210.83, 15
657.25, 215.62, 15
3970.50, 332.95, 15
730.75, 221.84, 15
748.75, 223.03, 15
770.25, 224.20, 15
791.00, 225.41, 15
7280.50, 226.70, 15
999.50, 233.97, 3
1135.00, 237.67, 15
1185.25, 238.88, 15
1251.75, 240.00, 15
1327.00, 241.27, 15
1404.50, 242.50, 15
1494.25, 243.67, 15
3974.50, 88.95, 15
2160.00, 249.73, 15
14543.50, 133.56, 14
5326.50, 118.12, 15
158.75, 100.55, 36
4578.50, 275.94, 12
2251.50, 287.44, 0
4807.25, 287.33, 14
4742.00, 288.61, 15
7631.50, 156.98, 15
9518.25, 124.19, 15
0.00, 306.62, 61
